# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/wildtype-01.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/wildtype-01.bam
YDL160C	IV	170410	171930	-	1521	123
YDL159W-A	IV	172182	172313	+	132	0
YDL159W	IV	172481	174028	+	1548	26
YDL159C-B	IV	173056	173232	-	177	0
YDL156W	IV	174918	176486	+	1569	9
YDL155W	IV	176773	178056	+	1284	56
YDL154W	IV	178334	181039	+	2706	14
YDL153C	IV	181186	183018	-	1833	112
YDL151C	IV	183318	183899	-	582	1
YDL150W	IV	183343	184611	+	1269	20
YDL149W	IV	184925	187918	+	2994	46
YDL148C	IV	188154	190586	-	2433	53
YDL147W	IV	190924	192261	+	1338	179
YDL146W	IV	192750	194225	+	1476	70
YDL145C	IV	194571	198176	-	3606	402
YDL143W	IV	199996	201582	+	1587	359
YDL142C	IV	201719	202570	-	852	23
YDL141W	IV	203039	205111	+	2073	61
YDL140C	IV	205360	210561	-	5202	356
YDL139C	IV	211375	212046	-	672	20
YDL138W	IV	213351	215642	+	2292	55
YDL137W	IV	216529	217074	+	546	305
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	197
YDL135C	IV	218680	219288	-	609	64
YDL134C	IV	219662	220771	-	1110	195
YDL133C-A	IV	221724	221801	-	78	225
YDL133W	IV	222427	223740	+	1314	49
YDL132W	IV	224304	226751	+	2448	168
YDL131W	IV	227393	228715	+	1323	133
YDL130W-A	IV	229171	229431	+	261	55
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	742
YDL128W	IV	232652	233887	+	1236	141
YDL127W	IV	234927	235853	+	927	14
YDL126C	IV	236157	238664	-	2508	1350
YDL125C	IV;IV	239019;239510	239398;239606	-;-	477	257
YDL123W	IV	241418	241840	+	423	44
YDL122W	IV	242552	244981	+	2430	106
YDL120W	IV	245923	246447	+	525	58
YDL119C	IV	246689	247612	-	924	24
YDL117W	IV	248581	251238	+	2658	44
YDL116W	IV	251566	253746	+	2181	48
YDL115C	IV;IV	253995;255045	254974;255126	-;-	1062	52
YDL113C	IV	256633	258555	-	1923	46
YDL112W	IV	258915	263225	+	4311	59
YDL111C	IV	263313	264110	-	798	52
YDL110C	IV	264512	264964	-	453	297
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	35
YDL107W	IV	268921	269976	+	1056	20
YDL106C	IV	270222	271901	-	1680	62
YDL105W	IV	272389	273597	+	1209	15
YDL104C	IV	273653	274876	-	1224	18
YDL103C	IV	275148	276581	-	1434	65
YDL102W	IV	276872	280165	+	3294	40
YDL101C	IV	280307	281848	-	1542	30
YDL100C	IV	282112	283176	-	1065	336
YDL099W	IV	283419	284444	+	1026	84
YDL098C	IV	284581	285165	-	585	8
YDL097C	IV	285391	286695	-	1305	352
YDL096C	IV	286998	287324	-	327	0
YDL095W	IV	287059	289512	+	2454	216
YDL093W	IV	289909	292140	+	2232	53
YDL092W	IV	292781	293221	+	441	63
YDL091C	IV	293392	294759	-	1368	33
YDL090C	IV	295034	296329	-	1296	47
YDL089W	IV	296820	298274	+	1455	27
YDL088C	IV	298417	300003	-	1587	63
YDL087C	IV	300214	300999	-	786	24
YDL085W	IV	303211	304848	+	1638	6
YDL084W	IV	305237	306577	+	1341	421
YDL083C	IV;IV	306926;307766	307333;307789	-;-	432	925
YDL082W	IV;IV	308424;308793	308427;309388	+;+	600	563
YDL081C	IV	309802	310122	-	321	618
YDL080C	IV	310642	312471	-	1830	45
YDL079C	IV;IV	312951;314337	314044;314748	-;-	1506	97
YDL078C	IV	315357	316388	-	1032	242
YDL077C	IV	316971	320120	-	3150	40
YDL076C	IV	320668	321552	-	885	50
YDL075W	IV;IV	322226;322704	322282;322988	+;+	342	1011
YDL074C	IV	324047	326149	-	2103	53
YDL073W	IV	326613	329567	+	2955	46
YDL072C	IV	329836	330447	-	612	249
YDL071C	IV	330666	331040	-	375	4
YDL070W	IV	331024	332940	+	1917	138
YDL069C	IV	333121	333810	-	690	9
YDL067C	IV	334217	334396	-	180	34
YDL066W	IV	334835	336121	+	1287	220
YDL065C	IV	336249	337277	-	1029	49
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	37
YDL063C	IV	338272	340134	-	1863	14
YDL061C	IV	340628	340798	-	171	406
YDL060W	IV	341619	343985	+	2367	66
YDL059C	IV	344237	344953	-	717	22
YDL058W	IV	345665	351037	+	5373	67
YDL056W	IV	352877	355378	+	2502	44
YDL055C	IV	355674	356759	-	1086	1698
YDL054C	IV	359825	361285	-	1461	62
YDL053C	IV	361699	362256	-	558	60
YDL052C	IV	362672	363583	-	912	155
YDL051W	IV	363952	364779	+	828	111
YDL049C	IV	365068	365874	-	807	36
YDL048C	IV	366739	368211	-	1473	169
YDL047W	IV	369771	370706	+	936	70
YDL046W	IV	371240	371761	+	522	230
YDL045W-A	IV	372248	372535	+	288	37
YDL045C	IV	372688	373608	-	921	57
YDL044C	IV	373967	375289	-	1323	9
YDL043C	IV	375680	376480	-	801	25
YDL042C	IV	376757	378445	-	1689	27
YDL040C	IV	378874	381438	-	2565	112
YDL039C	IV	381985	384081	-	2097	184
YDL037C	IV	384601	385587	-	987	23
YDL036C	IV	387513	388901	-	1389	24
YDL035C	IV	389172	392057	-	2886	65
YDL033C	IV	392659	393912	-	1254	22
YDL031W	IV	394217	397204	+	2988	56
YDL030W	IV	397537	399129	+	1593	22
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	363
YDL028C	IV	400997	403291	-	2295	41
YDL027C	IV	403695	404957	-	1263	57
YDL025C	IV	405344	407206	-	1863	136
YDL024C	IV	408451	409857	-	1407	4
YDL023C	IV	411761	412081	-	321	0
YDL022W	IV	411825	413000	+	1176	622
YDL021W	IV	413953	414888	+	936	10
YDL020C	IV	415113	416708	-	1596	103
YDL019C	IV	417663	421514	-	3852	204
YDL018C	IV	422833	423510	-	678	19
YDL017W	IV	424209	425732	+	1524	21
YDL015C	IV	426002	426934	-	933	138
YDL014W	IV	427364	428347	+	984	548
YDL013W	IV	429067	430926	+	1860	75
YDL010W	IV	432330	433025	+	696	28
YDL008W	IV	433497	433994	+	498	44
YDL007W	IV	438047	439360	+	1314	326
YDL006W	IV	439909	440754	+	846	41
YDL005C	IV	441014	442309	-	1296	49
YDL004W	IV	443029	443511	+	483	109
YDL003W	IV	444683	446383	+	1701	36
YDL002C	IV	446967	447578	-	612	16
YDL001W	IV	447984	449276	+	1293	15
YDR001C	IV	450220	452475	-	2256	282
YDR002W	IV	453045	453650	+	606	366
YDR003W	IV	454122	454754	+	633	56
YDR004W	IV	455201	456583	+	1383	26
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	42
YDR006C	IV	458542	461247	-	2706	80
YDR007W	IV	461842	462516	+	675	70
YDR009W	IV	463434	464996	+	1563	13
YDR011W	IV	465919	470424	+	4506	290
YDR012W	IV	471853	472941	+	1089	437
YDR013W	IV	473157	473783	+	627	19
YDR014W	IV	474046	475989	+	1944	2
YDR014W-A	IV	477797	478285	+	489	2
YDR016C	IV	478474	478758	-	285	25
YDR017C	IV	479115	482267	-	3153	84
YDR019C	IV	484163	485365	-	1203	167
YDR020C	IV	485746	486444	-	699	9
YDR021W	IV	486804	488003	+	1200	2
YDR023W	IV	489508	490896	+	1389	360
YDR024W	IV	491017	491502	+	486	2
YDR025W	IV;IV	491515;491899	491559;492324	+;+	471	1243
YDR026C	IV	492556	494268	-	1713	62
YDR027C	IV	494649	497318	-	2670	70
YDR028C	IV	497835	500879	-	3045	280
YDR030C	IV	501753	503273	-	1521	5
YDR031W	IV	503498	503863	+	366	11
YDR032C	IV	504099	504695	-	597	316
YDR033W	IV	508147	509109	+	963	617
YDR034C	IV	509737	512109	-	2373	41
YDR035W	IV	521816	522928	+	1113	385
YDR036C	IV	523211	524713	-	1503	60
YDR037W	IV	525440	527215	+	1776	799
YDR038C	IV	527422	530697	-	3276	22
YDR039C	IV	531307	534582	-	3276	0
YDR040C	IV	535192	538467	-	3276	19
YDR041W	IV	539803	540414	+	612	70
YDR043C	IV	542674	543369	-	696	15
YDR044W	IV	546642	547628	+	987	254
YDR045C	IV	547978	548310	-	333	37
YDR046C	IV	548762	550576	-	1815	320
YDR047W	IV	551860	552948	+	1089	103
YDR049W	IV	553254	555152	+	1899	28
YDR050C	IV	555726	556472	-	747	5884
YDR051C	IV	557056	558060	-	1005	48
YDR052C	IV	558511	560625	-	2115	59
YDR054C	IV	561440	562327	-	888	118
YDR055W	IV	563527	564861	+	1335	287
YDR056C	IV	565023	565640	-	618	114
YDR057W	IV	565927	567555	+	1629	57
YDR058C	IV	567723	568703	-	981	16
YDR059C	IV;IV	569234;569724	569633;569770	-;-	447	31
YDR060W	IV	570649	573726	+	3078	70
YDR062W	IV	576474	578159	+	1686	224
YDR063W	IV	578663	579112	+	450	47
YDR064W	IV;IV	579458;580018	579478;580452	+;+	456	1399
YDR065W	IV	580687	581784	+	1098	10
YDR066C	IV	581908	582498	-	591	13
YDR067C	IV	582791	583465	-	675	34
YDR068W	IV	583713	584645	+	933	83
YDR069C	IV	584939	587719	-	2781	35
YDR070C	IV	588098	588379	-	282	7
YDR071C	IV	588827	589402	-	576	105
YDR072C	IV	589761	591344	-	1584	180
YDR073W	IV	592439	592948	+	510	68
YDR074W	IV	593893	596583	+	2691	746
YDR075W	IV	597156	598082	+	927	11
YDR076W	IV	598468	599688	+	1221	8
YDR077W	IV	600793	601809	+	1017	4512
YDR078C	IV	602198	602869	-	672	7
YDR079W	IV	603064	603399	+	336	7
YDR079C-A	IV	603593	603811	-	219	9
YDR080W	IV	604008	606986	+	2979	30
YDR081C	IV	607304	610081	-	2778	49
YDR082W	IV	610441	611925	+	1485	17
YDR083W	IV	612073	613251	+	1179	23
YDR084C	IV	613405	614004	-	600	58
YDR085C	IV	614288	616150	-	1863	116
YDR086C	IV	616928	617170	-	243	104
YDR087C	IV	617470	618306	-	837	49
YDR088C	IV	618497	619645	-	1149	41
YDR089W	IV	622112	624721	+	2610	81
YDR091C	IV	626708	628534	-	1827	71
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	84
YDR093W	IV	631282	636120	+	4839	285
YDR096W	IV	637139	639823	+	2685	153
YDR097C	IV	640109	643837	-	3729	41
YDR098C	IV	644178	644930	-	753	68
YDR099W	IV	653607	654428	+	822	294
YDR100W	IV	655013	655444	+	432	36
YDR101C	IV	655686	657467	-	1782	39
YDR103W	IV	658350	661103	+	2754	48
YDR104C	IV	661173	664910	-	3738	18
YDR105C	IV	665349	666770	-	1422	50
YDR106W	IV	667004	667858	+	855	2
YDR107C	IV	669016	671034	-	2019	36
YDR108W	IV	671269	673365	+	2097	32
YDR110W	IV	676102	677802	+	1701	25
YDR111C	IV	678241	679764	-	1524	48
YDR112W	IV	679544	679852	+	309	3
YDR113C	IV	680496	681617	-	1122	42
YDR115W	IV	682175	682492	+	318	49
YDR116C	IV	682724	683581	-	858	60
YDR117C	IV	683946	685643	-	1698	45
YDR118W	IV	685882	687840	+	1959	6
YDR119W	IV	688227	690533	+	2307	83
YDR119W-A	IV	691014	691214	+	201	15
YDR120C	IV	691549	693261	-	1713	42
YDR121W	IV	693585	694175	+	591	41
YDR122W	IV	694700	697894	+	3195	201
YDR123C	IV	698554	699468	-	915	11
YDR125C	IV	701397	702758	-	1362	5
YDR126W	IV	703234	704244	+	1011	28
YDR127W	IV	704484	709250	+	4767	328
YDR128W	IV	709549	712995	+	3447	72
YDR129C	IV;IV	713340;715359	715247;715379	-;-	1929	485
YDR130C	IV	715747	716622	-	876	15
YDR135C	IV	723004	727551	-	4548	261
YDR136C	IV	727711	728283	-	573	1
YDR137W	IV	728259	730250	+	1992	41
YDR138W	IV	730578	732836	+	2259	22
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	39
YDR140W	IV	734138	734803	+	666	21
YDR141C	IV	734901	739997	-	5097	72
YDR142C	IV	740473	741600	-	1128	41
YDR143C	IV	742042	743874	-	1833	91
YDR144C	IV	744311	746101	-	1791	76
YDR145W	IV	746738	748357	+	1620	107
YDR146C	IV	748613	750742	-	2130	50
YDR147W	IV	751631	753235	+	1605	22
YDR148C	IV	753675	755066	-	1392	145
YDR150W	IV	755628	763874	+	8247	140
YDR151C	IV	764178	765155	-	978	51
YDR152W	IV	765706	766503	+	798	116
YDR153C	IV	766736	767971	-	1236	74
YDR155C	IV	768512	769000	-	489	3186
YDR156W	IV	769525	769938	+	414	30
YDR158W	IV	770357	771454	+	1098	527
YDR159W	IV	771877	775782	+	3906	39
YDR160W	IV	776163	778721	+	2559	60
YDR161W	IV	779043	780206	+	1164	45
YDR162C	IV	780390	781100	-	711	49
YDR163W	IV	781423	781950	+	528	20
YDR164C	IV	782041	784215	-	2175	60
YDR165W	IV	784871	786205	+	1335	57
YDR166C	IV	786306	789221	-	2916	35
YDR167W	IV	789449	790069	+	621	76
YDR168W	IV	790328	791848	+	1521	79
YDR169C	IV	792348	793889	-	1542	78
YDR170C	IV	796193	802222	-	6030	239
YDR171W	IV	806621	807748	+	1128	540
YDR172W	IV	808324	810381	+	2058	296
YDR173C	IV	810565	811632	-	1068	24
YDR174W	IV	812110	812850	+	741	200
YDR175C	IV	813193	814152	-	960	51
YDR176W	IV	814452	816560	+	2109	80
YDR177W	IV	816878	817525	+	648	143
YDR178W	IV	817950	818495	+	546	118
YDR179C	IV	818708	819196	-	489	1
YDR179W-A	IV	819433	820824	+	1392	6
YDR180W	IV	821295	825776	+	4482	24
YDR181C	IV	825910	827355	-	1446	38
YDR182W	IV	827582	829057	+	1476	79
YDR183W	IV	829585	830277	+	693	19
YDR184C	IV	830629	831513	-	885	7
YDR185C	IV	831934	832473	-	540	22
YDR186C	IV	832859	835492	-	2634	135
YDR188W	IV	836421	838061	+	1641	488
YDR189W	IV	838392	840392	+	2001	88
YDR190C	IV	840604	841995	-	1392	188
YDR191W	IV	842337	843449	+	1113	11
YDR192C	IV	843569	844861	-	1293	26
YDR194C	IV	845952	847946	-	1995	64
YDR195W	IV	848599	850200	+	1602	20
YDR196C	IV	850274	850999	-	726	80
YDR197W	IV	851228	852397	+	1170	16
YDR198C	IV	852533	853972	-	1440	16
YDR200C	IV	854279	856093	-	1815	45
YDR201W	IV	856317	856814	+	498	25
YDR202C	IV	856898	857953	-	1056	38
YDR204W	IV	858137	859144	+	1008	92
YDR205W	IV	859346	861520	+	2175	38
YDR206W	IV	862054	864708	+	2655	96
YDR207C	IV	865012	867522	-	2511	55
YDR208W	IV	868224	870563	+	2340	48
YDR211W	IV	884727	886865	+	2139	105
YDR212W	IV	887232	888911	+	1680	203
YDR213W	IV	889751	892492	+	2742	49
YDR214W	IV	892875	893927	+	1053	140
YDR216W	IV	895035	899006	+	3972	51
YDR217C	IV	899551	903480	-	3930	46
YDR218C	IV	903781	905052	-	1272	1
YDR219C	IV	905455	906852	-	1398	29
YDR221W	IV	907330	909438	+	2109	61
YDR223W	IV	912099	913502	+	1404	12
YDR224C	IV	914317	914712	-	396	570
YDR225W	IV	915530	915928	+	399	668
YDR226W	IV	916486	917154	+	669	542
YDR227W	IV	917571	921647	+	4077	35
YDR228C	IV	921926	923806	-	1881	47
YDR229W	IV	924785	926146	+	1362	70
YDR231C	IV	926293	926910	-	618	40
YDR232W	IV	927452	929098	+	1647	201
YDR233C	IV	929470	930357	-	888	278
YDR234W	IV	931129	933210	+	2082	95
YDR235W	IV	933504	935138	+	1635	17
YDR236C	IV	935236	935892	-	657	40
YDR237W	IV	936615	937493	+	879	45
YDR238C	IV	937895	940816	-	2922	303
YDR240C	IV	943674	945152	-	1479	12
YDR241W	IV	945151	945438	+	288	0
YDR242W	IV	946807	948456	+	1650	23
YDR243C	IV	948518	950284	-	1767	23
YDR244W	IV	950563	952401	+	1839	53
YDR245W	IV	952800	953981	+	1182	123
YDR246W	IV	954288	954947	+	660	73
YDR247W	IV	956013	957398	+	1386	70
YDR251W	IV	960614	963106	+	2493	239
YDR252W	IV	963412	963861	+	450	6
YDR253C	IV	963990	964565	-	576	15
YDR254W	IV	965113	966489	+	1377	29
YDR255C	IV	966557	967822	-	1266	35
YDR256C	IV	968133	969680	-	1548	22
YDR257C	IV	969990	971474	-	1485	43
YDR258C	IV	971808	974243	-	2436	156
YDR259C	IV	974631	975782	-	1152	6
YDR260C	IV	976717	977229	-	513	35
YDR261C	IV	977521	979209	-	1689	105
YDR263C	IV	994242	995534	-	1293	5
YDR264C	IV	996029	998323	-	2295	183
YDR265W	IV	998864	999877	+	1014	35
YDR266C	IV	1000104	1002023	-	1920	52
YDR267C	IV	1002510	1003502	-	993	92
YDR268W	IV	1004004	1005143	+	1140	26
YDR270W	IV	1005675	1008689	+	3015	34
YDR272W	IV	1009010	1009834	+	825	57
YDR273W	IV	1010176	1011273	+	1098	18
YDR275W	IV	1012252	1012959	+	708	42
YDR276C	IV	1013476	1013643	-	168	400
YDR277C	IV	1014401	1015702	-	1302	172
YDR279W	IV	1019368	1020420	+	1053	17
YDR280W	IV	1020747	1021664	+	918	75
YDR281C	IV	1022007	1022321	-	315	16
YDR282C	IV	1023511	1024755	-	1245	13
YDR283C	IV	1025070	1030049	-	4980	46
YDR284C	IV	1030550	1031419	-	870	105
YDR285W	IV	1032436	1035063	+	2628	10
YDR287W	IV	1035995	1036873	+	879	59
YDR288W	IV	1037195	1038106	+	912	18
YDR289C	IV	1038280	1039509	-	1230	40
YDR290W	IV	1039370	1039699	+	330	0
YDR291W	IV	1039728	1042961	+	3234	50
YDR292C	IV	1043146	1045011	-	1866	137
YDR293C	IV	1045640	1049392	-	3753	445
YDR294C	IV	1050459	1052228	-	1770	195
YDR295C	IV	1052623	1054647	-	2025	22
YDR296W	IV	1055212	1055892	+	681	111
YDR297W	IV	1056551	1057600	+	1050	186
YDR298C	IV	1058176	1058814	-	639	79
YDR299W	IV	1059627	1061231	+	1605	16
YDR300C	IV	1061505	1062791	-	1287	85
YDR301W	IV	1063352	1067425	+	4074	67
YDR302W	IV	1067731	1068390	+	660	20
YDR303C	IV	1068729	1071386	-	2658	48
YDR304C	IV	1071880	1072557	-	678	231
YDR305C	IV;IV	1072746;1073402	1073312;1073488	-;-	654	35
YDR307W	IV	1075865	1077853	+	1989	38
YDR308C	IV	1078027	1078449	-	423	18
YDR309C	IV	1079048	1080199	-	1152	49
YDR310C	IV	1081128	1084316	-	3189	79
YDR311W	IV	1085065	1086993	+	1929	58
YDR312W	IV	1087581	1088942	+	1362	17
YDR313C	IV	1089219	1090079	-	861	21
YDR314C	IV	1090433	1092511	-	2079	10
YDR315C	IV	1092741	1093586	-	846	14
YDR316W	IV	1093763	1095178	+	1416	22
YDR317W	IV	1102184	1103428	+	1245	12
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	14
YDR320C	IV	1106095	1108101	-	2007	36
YDR320C-A	IV	1108280	1108498	-	219	21
YDR321W	IV	1108702	1109847	+	1146	129
YDR322W	IV	1110589	1111692	+	1104	33
YDR322C-A	IV	1112003	1112293	-	291	42
YDR323C	IV	1112480	1114027	-	1548	10
YDR324C	IV	1114433	1116763	-	2331	27
YDR325W	IV	1117126	1120233	+	3108	26
YDR326C	IV	1120609	1124925	-	4317	60
YDR328C	IV	1125434	1126018	-	585	349
YDR329C	IV	1126270	1127595	-	1326	88
YDR330W	IV	1127872	1129374	+	1503	107
YDR331W	IV	1129588	1130823	+	1236	38
YDR332W	IV	1131001	1133070	+	2070	22
YDR333C	IV	1133260	1135431	-	2172	57
YDR334W	IV	1135932	1140476	+	4545	118
YDR335W	IV	1141168	1144842	+	3675	163
YDR336W	IV	1145092	1146036	+	945	13
YDR337W	IV	1146319	1147179	+	861	36
YDR339C	IV	1149951	1150520	-	570	42
YDR341C	IV	1151803	1153626	-	1824	260
YDR342C	IV	1154216	1155928	-	1713	382
YDR343C	IV	1159608	1161320	-	1713	81
YDR345C	IV	1162957	1164660	-	1704	3472
YDR346C	IV	1167214	1168659	-	1446	231
YDR347W	IV	1169178	1170143	+	966	84
YDR348C	IV	1170326	1171825	-	1500	159
YDR349C	IV	1172386	1174176	-	1791	137
YDR350C	IV	1176120	1178174	-	2055	23
YDR351W	IV	1178666	1181260	+	2595	52
YDR352W	IV	1181801	1182754	+	954	43
YDR353W	IV	1183299	1184258	+	960	648
YDR354W	IV	1184747	1185889	+	1143	131
YDR356W	IV	1186107	1188941	+	2835	33
YDR357C	IV	1189199	1189567	-	369	8
YDR358W	IV	1190059	1191732	+	1674	98
YDR359C	IV	1191936	1194884	-	2949	48
YDR360W	IV	1194598	1195032	+	435	1
YDR361C	IV	1195412	1196263	-	852	51
YDR362C	IV	1196679	1198697	-	2019	41
YDR363W	IV	1199183	1200553	+	1371	23
YDR363W-A	IV	1202128	1202397	+	270	81
YDR364C	IV	1202843	1204210	-	1368	17
YDR365C	IV	1204497	1206383	-	1887	157
YDR367W	IV;IV	1212848;1212979	1212877;1213614	+;+	666	33
YDR368W	IV	1213904	1214842	+	939	111
YDR369C	IV	1215016	1217580	-	2565	20
YDR370C	IV	1217782	1219110	-	1329	26
YDR371W	IV	1219413	1220948	+	1536	29
YDR372C	IV	1221112	1222149	-	1038	152
YDR373W	IV	1222759	1223331	+	573	47
YDR374C	IV	1223474	1224394	-	921	0
YDR374W-A	IV	1224757	1225026	+	270	4
YDR375C	IV	1225166	1226536	-	1371	47
YDR376W	IV	1226822	1228303	+	1482	43
YDR377W	IV	1228611	1228916	+	306	83
YDR378C	IV	1229349	1229609	-	261	66
YDR379W	IV	1230167	1233196	+	3030	91
YDR379C-A	IV	1233278	1233517	-	240	4
YDR380W	IV	1234218	1236125	+	1908	57
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	179
YDR382W	IV	1239492	1239824	+	333	1082
YDR383C	IV	1239960	1240676	-	717	23
YDR384C	IV	1241204	1242031	-	828	74
YDR385W	IV	1243230	1245758	+	2529	293
YDR386W	IV	1246084	1247982	+	1899	21
YDR387C	IV	1248154	1249821	-	1668	55
YDR388W	IV	1250186	1251634	+	1449	388
YDR389W	IV	1252537	1254501	+	1965	67
YDR390C	IV	1254937	1256847	-	1911	80
YDR392W	IV	1258696	1259709	+	1014	62
YDR393W	IV	1259901	1261271	+	1371	29
YDR394W	IV	1261681	1262967	+	1287	344
YDR395W	IV	1263324	1266158	+	2835	72
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	54
YDR398W	IV	1267471	1269402	+	1932	85
YDR399W	IV	1270068	1270733	+	666	223
YDR400W	IV	1271063	1272085	+	1023	22
YDR402C	IV	1272234	1273703	-	1470	1
YDR403W	IV	1274602	1276212	+	1611	4
YDR404C	IV	1276654	1277169	-	516	61
YDR405W	IV	1277646	1278437	+	792	94
YDR406W	IV	1279210	1283799	+	4590	231
YDR406W-A	IV	1283799	1284044	+	246	0
YDR407C	IV	1284069	1287938	-	3870	63
YDR408C	IV	1288215	1288859	-	645	177
YDR409W	IV	1289406	1292120	+	2715	44
YDR410C	IV	1292372	1293091	-	720	25
YDR411C	IV	1293369	1294394	-	1026	77
YDR412W	IV	1294693	1295400	+	708	32
YDR414C	IV	1295598	1296686	-	1089	18
YDR416W	IV	1298432	1301011	+	2580	28
YDR418W	IV	1301616	1302113	+	498	825
YDR419W	IV	1303174	1305072	+	1899	29
YDR420W	IV	1306267	1311675	+	5409	55
YDR421W	IV	1312040	1314892	+	2853	55
YDR422C	IV	1315326	1317773	-	2448	56
YDR423C	IV	1318046	1319275	-	1230	50
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	47
YDR425W	IV	1320064	1321941	+	1878	36
YDR427W	IV	1322205	1323386	+	1182	108
YDR428C	IV	1323454	1324239	-	786	23
YDR429C	IV	1324477	1325301	-	825	364
YDR430C	IV	1325501	1328470	-	2970	115
YDR432W	IV	1328783	1330027	+	1245	308
YDR433W	IV	1329600	1330040	+	441	4
YDR434W	IV	1331237	1332841	+	1605	66
YDR435C	IV	1332983	1333969	-	987	72
YDR436W	IV	1334821	1336953	+	2133	89
YDR437W	IV	1337352	1337774	+	423	9
YDR438W	IV	1338274	1339386	+	1113	27
YDR439W	IV	1339676	1340719	+	1044	30
YDR440W	IV	1342493	1344241	+	1749	35
YDR441C	IV	1344517	1345062	-	546	41
YDR443C	IV	1345676	1349938	-	4263	61
YDR446W	IV	1353725	1354633	+	909	1
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	462
YDR448W	IV	1356065	1357369	+	1305	21
YDR449C	IV	1357580	1358902	-	1323	19
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	1151
YDR451C	IV	1361120	1362181	-	1062	34
YDR452W	IV	1362878	1364902	+	2025	169
YDR453C	IV	1365072	1365662	-	591	22
YDR454C	IV	1366264	1366827	-	564	153
YDR456W	IV	1367485	1369386	+	1902	105
YDR457W	IV	1369790	1379596	+	9807	204
YDR458C	IV	1380055	1382046	-	1992	46
YDR459C	IV	1382319	1383443	-	1125	25
YDR460W	IV	1383811	1384776	+	966	37
YDR461W	IV	1385176	1385286	+	111	63
YDR462W	IV	1386073	1386516	+	444	35
YDR463W	IV	1386816	1388375	+	1560	61
YDR464W	IV	1388872	1393179	+	4308	45
YDR465C	IV	1393336	1394574	-	1239	103
YDR466W	IV	1395121	1397817	+	2697	79
YDR468C	IV	1398026	1398700	-	675	48
YDR469W	IV	1399015	1399542	+	528	22
YDR470C	IV	1399706	1401214	-	1509	54
YDR471W	IV;IV	1401770;1402185	1401800;1402564	+;+	411	663
YDR472W	IV	1403322	1404173	+	852	40
YDR473C	IV	1404445	1405854	-	1410	32
YDR475C	IV	1407464	1410094	-	2631	113
YDR477W	IV	1412373	1414274	+	1902	135
YDR478W	IV	1414575	1415171	+	597	5
YDR479C	IV	1415210	1416874	-	1665	108
YDR480W	IV	1417399	1418370	+	972	25
YDR481C	IV	1418550	1420250	-	1701	324
YDR482C	IV	1420431	1420838	-	408	76
YDR483W	IV	1421157	1422485	+	1329	304
YDR484W	IV	1422763	1424688	+	1926	26
YDR485C	IV	1424820	1427207	-	2388	54
YDR486C	IV	1427431	1428120	-	690	57
YDR487C	IV	1428354	1428980	-	627	290
YDR488C	IV	1429188	1430789	-	1602	45
YDR489W	IV	1431012	1431896	+	885	20
YDR490C	IV	1431968	1434268	-	2301	70
YDR492W	IV	1434924	1435874	+	951	61
YDR493W	IV	1436217	1436588	+	372	19
YDR494W	IV	1436930	1438015	+	1086	54
YDR495C	IV	1438115	1441150	-	3036	21
YDR496C	IV	1441433	1443403	-	1971	40
YDR497C	IV	1443713	1445467	-	1755	823
YDR498C	IV	1445843	1446994	-	1152	42
YDR499W	IV	1447830	1450073	+	2244	29
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	800
YDR501W	IV	1451353	1452918	+	1566	11
YDR502C	IV	1453310	1454464	-	1155	309
YDR503C	IV	1455042	1455866	-	825	19
YDR504C	IV	1456311	1456694	-	384	4
YDR505C	IV	1456695	1459220	-	2526	62
YDR506C	IV	1459728	1461554	-	1827	31
YDR507C	IV	1462358	1465786	-	3429	42
YDR508C	IV	1466453	1468444	-	1992	219
YDR510W	IV	1469400	1469705	+	306	143
YDR511W	IV	1470017	1470418	+	402	32
YDR512C	IV	1470500	1471063	-	564	22
YDR513W	IV	1471017	1471448	+	432	98
YDR515W	IV	1473429	1474772	+	1344	28
YDR516C	IV	1474974	1476476	-	1503	1312
YDR517W	IV	1477239	1478357	+	1119	278
YDR518W	IV	1478608	1480161	+	1554	53
YDR519W	IV	1480425	1480832	+	408	66
YDR520C	IV	1481085	1483403	-	2319	16
YDR522C	IV	1483795	1485303	-	1509	0
YDR523C	IV	1485566	1487038	-	1473	2
